price,year,mileage,color,AGE_IN_YEARS,chevrolet,dodge,gmc,jeep,nissan,salvage insurance,black,blue,gray,no_color,silver,white,Goa,MP,Maharashtra,UP
3040,2017,36064.0,gray,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4480,2011,116480.0,black,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31003,2017,72084.0,red,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8850,2011,148035.0,white,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3160,2017,34861.0,gray,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
27102,2017,34165.0,red,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500,2018,27442.0,black,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
5100,2011,144792.0,white,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5800,2019,30546.0,silver,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3390,2018,38349.0,gray,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3140,2017,30142.0,white,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
25,2007,267834.0,black,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
10440,2011,92476.0,blue,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23911,2017,25698.0,black,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25,2010,155242.0,gray,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
21400,2018,54332.0,gray,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5380,2011,119215.0,white,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
11000,2019,8930.0,red,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4950,2019,46985.0,silver,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2630,2018,43152.0,white,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3140,2017,34318.0,silver,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2300,2011,88287.0,white,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4310,2011,105486.0,black,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26012,2017,19850.0,black,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
75,2014,116535.0,silver,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
48500,2019,15777.0,black,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
3330,2009,87448.0,white,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
8350,2018,32256.0,gray,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3210,2017,25255.0,black,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
25,2006,165327.0,white,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4200,2006,118009.0,white,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8430,2011,114547.0,black,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25503,2017,18647.0,black,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26000,2019,16669.0,black,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
11200,2019,12905.0,gray,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
8610,2019,22123.0,silver,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1000,2005,135675.0,gray,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3570,2015,17355.0,black,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25001,2017,27773.0,gray,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5630,2017,58366.0,black,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
11100,2019,11229.0,white,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3820,2016,41654.0,blue,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2900,2017,31954.0,gray,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
50,2008,172102.0,blue,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5100,2004,173321.0,gray,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4700,2015,93423.0,red,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29502,2017,14053.0,red,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10910,2019,12253.0,red,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3020,2017,33599.0,white,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2000,2003,507985.0,red,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3870,2010,185983.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24811,2017,28464.0,red,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2007,154989.0,blue,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
3800,2015,83915.0,black,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3160,2017,40306.0,silver,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25,2010,149189.0,white,4,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1200,2001,149543.0,red,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26400,2017,36295.0,red,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32500,2018,14856.0,blue,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3210,2017,35251.0,gray,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
13200,2017,50408.0,black,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
27705,2019,15630.0,gray,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7200,2017,53273.0,black,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28714,2019,14786.0,white,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11200,2017,85315.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27502,2019,16146.0,gray,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11900,2017,76211.0,blue,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
29314,2019,15265.0,gray,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11200,2017,79965.0,silver,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27002,2019,16059.0,gray,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
13200,2017,62739.0,black,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
28214,2019,15569.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12700,2017,58932.0,black,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29900,2019,17488.0,white,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12700,2017,60733.0,black,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
27202,2019,18550.0,red,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13500,2018,53194.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27705,2019,17644.0,silver,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14700,2016,34454.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29900,2019,17684.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4500,2015,83279.0,gray,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
27705,2019,16600.0,silver,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8000,2015,107971.0,gray,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25511,2019,17801.0,silver,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7700,2015,94150.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29900,2019,17159.0,silver,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7200,2015,80711.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27502,2019,17983.0,red,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4500,2013,119981.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
27402,2019,17851.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1500,2013,66079.0,black,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26602,2019,18174.0,white,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10200,2019,7654.0,black,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
29900,2019,18759.0,black,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
14000,2019,11564.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
28500,2019,18901.0,silver,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8000,2016,86541.0,black,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
29809,2019,21157.0,silver,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
36900,2015,29937.0,black,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26902,2019,23964.0,white,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10950,2015,58504.0,red,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27402,2019,20154.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25600,2019,23294.0,silver,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27702,2019,20343.0,red,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27102,2019,19100.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27102,2019,20014.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25811,2019,21774.0,black,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
26602,2019,21201.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27102,2019,21766.0,white,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
26211,2019,17977.0,blue,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24205,2019,22805.0,silver,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27111,2019,14382.0,black,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27411,2019,9660.0,black,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27302,2019,18969.0,black,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
27202,2019,24730.0,gray,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26311,2019,15847.0,red,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26602,2019,25009.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27511,2019,11836.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27200,2019,25508.0,silver,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
26511,2019,18196.0,red,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24002,2019,16106.0,gray,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18511,2019,12735.0,gray,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23402,2019,17417.0,gray,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23211,2019,17025.0,black,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18111,2019,15805.0,black,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25511,2019,11342.0,gray,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17700,2017,35664.0,blue,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28000,2017,12780.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14000,2017,38458.0,blue,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21700,2017,34420.0,silver,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13500,2017,46497.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35500,2017,21268.0,no_color,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
29500,2017,31029.0,red,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25300,2017,40878.0,no_color,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
21500,2016,20270.0,silver,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25900,2016,32984.0,blue,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35300,2016,75506.0,black,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13500,2016,39951.0,red,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62000,2016,19403.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
46000,2016,4445.0,black,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9000,2016,67527.0,gray,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
25900,2016,33588.0,white,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25800,2016,10103.0,no_color,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
17000,2016,26474.0,gray,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12800,2016,40253.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
47400,2016,39624.0,red,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24400,2016,48705.0,gray,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
17100,2016,19659.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7400,2015,91299.0,no_color,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
22000,2020,179.0,gray,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
35000,2019,5523.0,no_color,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16500,2019,29841.0,silver,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
35300,2019,8516.0,silver,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
26900,2018,42941.0,black,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11600,2017,27498.0,black,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28100,2017,31141.0,silver,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
27700,2017,20784.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17700,2017,52667.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
16600,2017,26003.0,no_color,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
63200,2016,4266.0,red,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36800,2015,32332.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
19500,2018,44333.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38800,2019,36198.0,blue,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
37500,2019,33331.0,silver,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
35000,2019,43082.0,gray,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
31100,2019,24561.0,gray,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22600,2019,13485.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22400,2019,15524.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
22700,2019,8996.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13700,2019,47282.0,silver,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37100,2019,34470.0,black,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18300,2017,114344.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19000,2017,111635.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
18500,2017,103955.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22500,2016,66640.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14500,2014,122018.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32800,2018,46915.0,gray,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12300,2018,53599.0,black,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
19600,2018,41672.0,gray,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13600,2018,36047.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7200,2018,42561.0,red,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19900,2018,40345.0,white,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13000,2018,41751.0,gray,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
19700,2016,27593.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9400,2017,24009.0,blue,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23800,2017,85697.0,white,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
17700,2019,25223.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
17000,2015,27927.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
14000,2014,135127.0,red,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32100,2018,55532.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
33100,2019,72172.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31600,2018,57751.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5100,2013,96314.0,gray,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4100,2013,89152.0,blue,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7200,2014,114660.0,silver,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12800,2014,177322.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
46800,2019,36423.0,gray,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
21800,2019,23759.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3000,2013,120667.0,gray,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
22500,2017,65344.0,red,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35300,2018,51347.0,black,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
16500,2017,52322.0,black,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
33000,2017,67620.0,black,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31500,2017,59965.0,black,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34500,2017,28739.0,silver,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8000,2016,77429.0,silver,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25000,2017,20847.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10700,2016,44280.0,red,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13400,2016,86031.0,silver,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
34000,2019,8067.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14100,2018,16502.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
38600,2019,20681.0,black,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9100,2016,54655.0,blue,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8600,2016,57825.0,blue,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22000,2016,58856.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8900,2015,85072.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
15500,2015,79506.0,red,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3300,2015,85301.0,silver,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17300,2020,15577.0,black,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30500,2020,23470.0,silver,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25000,2020,18715.0,silver,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2800,2012,61258.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3300,2012,131791.0,no_color,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
36400,2019,35705.0,silver,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34800,2019,48982.0,silver,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20700,2019,33745.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32200,2019,42267.0,silver,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35300,2019,46863.0,black,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33500,2019,36443.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13700,2019,14939.0,blue,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
15900,2019,22026.0,black,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
33200,2019,38278.0,black,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35500,2019,46149.0,silver,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
29800,2018,48427.0,silver,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
29800,2018,48807.0,gray,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29500,2018,52618.0,silver,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30300,2018,46494.0,white,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24300,2018,56296.0,black,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
29800,2017,33909.0,silver,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
29800,2017,33028.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27500,2016,44653.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10800,2017,80516.0,gray,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11500,2017,105151.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10400,2017,78368.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11400,2018,78956.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11400,2018,88564.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8000,2015,78800.0,white,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3000,2012,111856.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25000,2015,80946.0,black,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12300,2017,83168.0,gray,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14100,2017,58606.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9000,2014,82020.0,white,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4200,2014,102500.0,black,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22500,2019,8150.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
22600,2019,6159.0,white,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
22600,2019,5938.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
22500,2019,9019.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10200,2018,45836.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
42700,2016,60215.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
21200,2015,125507.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22700,2016,90944.0,white,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
22000,2015,82785.0,gray,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9600,2014,150525.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10500,2013,112267.0,silver,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6700,2013,139394.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14200,2013,82543.0,black,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
15500,2019,13532.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
35100,2018,14751.0,blue,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26300,2018,11150.0,gray,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15700,2016,91248.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17600,2016,65336.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
18600,2016,48974.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
19100,2016,40011.0,white,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
15200,2019,37444.0,black,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
16100,2019,43199.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
19600,2019,35309.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
15200,2019,32248.0,red,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15000,2019,36165.0,silver,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15700,2019,26848.0,silver,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9200,2017,32856.0,red,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8200,2017,100315.0,black,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11400,2013,91638.0,silver,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6500,2015,83173.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11500,2014,94356.0,gray,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23800,2015,85792.0,black,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8900,2014,129068.0,white,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
28300,2019,27665.0,red,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27300,2019,25427.0,black,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3500,2013,78198.0,gray,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
28300,2020,13886.0,silver,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
18300,2019,34538.0,silver,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22500,2018,20575.0,silver,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22500,2018,26026.0,gray,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
